,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
528,San Patricio,28.017,-97.5169,87.66,64,63,13.42,US,2022-08-01 01:52:02,broken clouds
529,Cairns,-16.9167,145.7667,77.11,76,100,9.22,AU,2022-08-01 01:54:47,overcast clouds
530,Lebu,-37.6167,-73.65,46.58,84,100,4.32,CL,2022-08-01 01:52:13,overcast clouds
531,Talnakh,69.4865,88.3972,47.21,53,4,22.55,RU,2022-08-01 01:54:48,clear sky
532,Hasaki,35.7333,140.8333,97.29,67,99,5.84,JP,2022-08-01 01:54:48,overcast clouds
533,Mayo,38.8876,-76.5119,73.35,91,100,5.75,US,2022-08-01 01:52:15,overcast clouds
534,Cabo San Lucas,22.8909,-109.9124,84.51,81,27,3.0,MX,2022-08-01 01:51:49,scattered clouds
535,Torbay,47.6666,-52.7314,67.87,81,20,16.11,CA,2022-08-01 01:53:08,few clouds
536,Port Elizabeth,-33.918,25.5701,47.32,85,0,5.75,ZA,2022-08-01 01:49:55,clear sky
537,Chuy,-33.6971,-53.4616,47.03,84,51,5.14,UY,2022-08-01 01:52:46,broken clouds
538,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
539,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
540,Kahului,20.8947,-156.47,87.82,59,20,25.32,US,2022-08-01 01:50:13,few clouds
541,Vanavara,60.34,102.2797,71.82,70,15,3.22,RU,2022-08-01 01:54:50,few clouds
542,Chara,56.9064,118.2631,70.68,57,56,2.53,RU,2022-08-01 01:54:51,light rain
543,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
544,Longido,-2.7333,36.6833,60.26,90,52,5.59,TZ,2022-08-01 01:54:51,broken clouds
545,Boyolangu,-8.1181,111.8935,80.69,68,8,1.23,ID,2022-08-01 01:54:52,clear sky
546,San Patricio,28.017,-97.5169,87.66,64,63,13.42,US,2022-08-01 01:52:02,broken clouds
547,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
548,Pangnirtung,66.1451,-65.7125,47.75,85,100,0.85,CA,2022-08-01 01:54:53,overcast clouds
549,East London,-33.0153,27.9116,53.49,62,0,6.76,ZA,2022-08-01 01:51:54,clear sky
550,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
551,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
552,Kutum,14.2,24.6667,68.41,80,100,13.62,SD,2022-08-01 01:54:54,overcast clouds
553,Grand Gaube,-20.0064,57.6608,68.4,82,1,3.0,MU,2022-08-01 01:54:54,light rain
554,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
555,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
556,Iqaluit,63.7506,-68.5145,46.13,80,75,6.91,CA,2022-08-01 01:54:02,broken clouds
557,Te Anau,-45.4167,167.7167,46.11,91,100,7.87,NZ,2022-08-01 01:52:35,overcast clouds
558,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
559,Jacareacanga,-6.2222,-57.7528,76.3,73,42,3.31,BR,2022-08-01 01:54:55,scattered clouds
560,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,76.06,86,85,1.54,BR,2022-08-01 01:54:56,overcast clouds
561,Lorengau,-2.0226,147.2712,84.65,72,99,11.5,PG,2022-08-01 01:54:57,overcast clouds
562,Samarai,-10.6167,150.6667,81.34,76,64,11.65,PG,2022-08-01 01:54:58,broken clouds
563,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
564,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
565,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
566,Castro,-24.7911,-50.0119,52.0,79,0,2.24,BR,2022-08-01 01:53:33,clear sky
567,Omboue,-1.5746,9.2618,71.6,92,39,8.25,GA,2022-08-01 01:54:59,scattered clouds
568,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
569,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
570,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
571,East London,-33.0153,27.9116,53.49,62,0,6.76,ZA,2022-08-01 01:51:54,clear sky
572,Georgetown,5.4112,100.3354,82.89,91,40,3.44,MY,2022-08-01 01:52:45,scattered clouds
573,Kyra,49.5776,111.9753,74.35,51,31,2.98,RU,2022-08-01 01:54:14,scattered clouds
574,Coihaique,-45.5752,-72.0662,35.55,75,0,6.91,CL,2022-08-01 01:55:01,clear sky
575,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
576,Thaba-Tseka,-29.522,28.6084,33.96,61,3,3.36,LS,2022-08-01 01:55:01,clear sky
577,Los Llanos De Aridane,28.6585,-17.9182,67.75,95,20,14.97,ES,2022-08-01 01:55:02,few clouds
578,Norman Wells,65.282,-126.8329,73.44,46,40,6.91,CA,2022-08-01 01:52:16,scattered clouds
579,Payakumbuh,-0.2202,100.6308,79.75,76,90,0.51,ID,2022-08-01 01:55:02,overcast clouds
580,Carnarvon,-24.8667,113.6333,70.09,74,100,17.38,AU,2022-08-01 01:52:39,overcast clouds
581,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
582,La Rioja,42.25,-2.5,56.98,72,0,4.0,ES,2022-08-01 01:54:44,clear sky
583,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
584,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
585,Saint-Georges,12.0564,-61.7485,80.28,89,20,17.27,GD,2022-08-01 01:54:41,few clouds
586,Georgetown,5.4112,100.3354,82.89,91,40,3.44,MY,2022-08-01 01:52:45,scattered clouds
587,Khatanga,71.9667,102.5,48.58,63,66,11.95,RU,2022-08-01 01:52:16,broken clouds
588,Cabo San Lucas,22.8909,-109.9124,84.51,81,27,3.0,MX,2022-08-01 01:51:49,scattered clouds
589,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
590,Pisco,-13.7,-76.2167,60.85,82,100,9.22,PE,2022-08-01 01:49:28,overcast clouds
591,Avarua,-21.2078,-159.775,77.05,73,75,13.8,CK,2022-08-01 01:50:14,broken clouds
592,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
593,Saint George,37.1041,-113.5841,87.64,51,0,8.05,US,2022-08-01 01:52:43,clear sky
594,Luvianos,18.9167,-100.4,61.23,92,100,4.61,MX,2022-08-01 01:55:06,overcast clouds
595,Portland,45.5234,-122.6762,99.19,36,20,10.36,US,2022-08-01 01:52:24,few clouds
596,Umm Lajj,25.0213,37.2685,83.53,58,49,5.12,SA,2022-08-01 01:55:07,scattered clouds
597,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
598,Siverek,37.755,39.3167,79.27,41,0,3.0,TR,2022-08-01 01:55:07,clear sky
599,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
600,Mar Del Plata,-38.0023,-57.5575,54.88,84,0,3.0,AR,2022-08-01 01:47:57,clear sky
601,Jalu,29.0331,21.5482,79.99,52,0,10.16,LY,2022-08-01 01:55:00,clear sky
602,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
603,Birjand,32.8663,59.2211,66.67,37,0,6.91,IR,2022-08-01 01:55:08,clear sky
604,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
605,Marawi,7.9986,124.2928,81.48,58,100,1.83,PH,2022-08-01 01:55:09,overcast clouds
606,Oranjestad,12.524,-70.027,82.35,78,20,21.85,AW,2022-08-01 01:55:10,few clouds
607,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
608,Geraldton,-28.7667,114.6,66.61,63,100,27.63,AU,2022-08-01 01:52:47,overcast clouds
609,Krasnaya Zarya,52.7825,37.6806,56.84,65,50,7.27,RU,2022-08-01 01:55:11,scattered clouds
610,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
611,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
612,Nikolskoye,59.7035,30.7861,57.79,83,100,4.41,RU,2022-08-01 01:51:52,overcast clouds
613,Kochevo,59.5994,54.3125,61.34,94,100,3.06,RU,2022-08-01 01:55:12,overcast clouds
614,Naze,28.3667,129.4833,85.12,82,96,19.93,JP,2022-08-01 01:55:13,overcast clouds
615,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
616,Yulara,-25.2406,130.9889,64.45,29,39,13.96,AU,2022-08-01 01:55:14,scattered clouds
617,Nikolskoye,59.7035,30.7861,57.79,83,100,4.41,RU,2022-08-01 01:51:52,overcast clouds
618,Ribeira Grande,38.5167,-28.7,73.78,76,19,7.07,PT,2022-08-01 01:51:35,few clouds
619,Roebourne,-20.7833,117.1333,75.92,55,77,3.98,AU,2022-08-01 01:55:15,broken clouds
620,Baruun-Urt,46.6806,113.2792,80.29,35,44,9.91,MN,2022-08-01 01:55:15,scattered clouds
621,Bethel,41.3712,-73.414,77.36,69,100,5.12,US,2022-08-01 01:52:15,overcast clouds
622,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
623,Bambanglipuro,-7.95,110.2833,80.49,68,36,2.46,ID,2022-08-01 01:55:16,scattered clouds
624,Camana,-16.6228,-72.7111,59.79,81,66,4.92,PE,2022-08-01 01:55:16,broken clouds
625,Cockburn Town,21.4612,-71.1419,81.91,84,0,19.86,TC,2022-08-01 01:55:17,clear sky
626,Richards Bay,-28.783,32.0377,60.44,76,100,8.48,ZA,2022-08-01 01:52:11,light rain
627,Bredasdorp,-34.5322,20.0403,41.56,83,0,3.74,ZA,2022-08-01 01:52:07,clear sky
628,Bouna,9.2667,-3.0,70.07,96,100,9.08,CI,2022-08-01 01:55:17,light rain
629,Tiksi,71.6872,128.8694,40.28,94,100,17.07,RU,2022-08-01 01:52:36,moderate rain
630,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
631,Pangnirtung,66.1451,-65.7125,47.75,85,100,0.85,CA,2022-08-01 01:54:53,overcast clouds
632,Khatanga,71.9667,102.5,48.58,63,66,11.95,RU,2022-08-01 01:52:16,broken clouds
633,Chuy,-33.6971,-53.4616,47.03,84,51,5.14,UY,2022-08-01 01:52:46,broken clouds
634,Livny,52.4253,37.6069,57.94,64,81,7.16,RU,2022-08-01 01:55:19,broken clouds
635,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
636,Nikolskoye,59.7035,30.7861,57.79,83,100,4.41,RU,2022-08-01 01:51:52,overcast clouds
637,Lenggries,47.6833,11.5667,66.76,63,96,4.09,DE,2022-08-01 01:55:20,overcast clouds
638,Saint Anthony,45.0205,-93.218,82.18,75,75,14.97,US,2022-08-01 01:53:32,broken clouds
639,Paamiut,61.994,-49.6678,45.81,88,100,4.16,GL,2022-08-01 01:55:20,overcast clouds
640,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
641,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
642,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
643,Mahebourg,-20.4081,57.7,68.29,88,75,11.5,MU,2022-08-01 01:53:55,broken clouds
644,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
645,Shingu,33.7333,135.9833,89.74,62,48,9.89,JP,2022-08-01 01:55:22,scattered clouds
646,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
647,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
648,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
649,Avarua,-21.2078,-159.775,77.05,73,75,13.8,CK,2022-08-01 01:50:14,broken clouds
650,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
651,Kodiak,57.79,-152.4072,62.11,72,75,5.75,US,2022-08-01 01:52:08,broken clouds
652,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
653,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
654,Sinyavskoye,47.277,39.2789,75.76,67,64,15.95,RU,2022-08-01 01:55:25,broken clouds
655,Jamestown,42.097,-79.2353,71.24,73,0,0.0,US,2022-08-01 01:51:58,clear sky
656,Provideniya,64.3833,-173.3,48.36,81,0,4.47,RU,2022-08-01 01:53:41,clear sky
657,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
658,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
659,Saint-Philippe,-21.3585,55.7679,66.22,79,46,11.79,RE,2022-08-01 01:52:21,scattered clouds
660,Bilma,18.6853,12.9164,87.66,41,25,8.01,NE,2022-08-01 01:55:27,scattered clouds
661,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
662,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
663,Marsh Harbour,26.5412,-77.0636,83.17,73,100,11.83,BS,2022-08-01 01:55:27,overcast clouds
664,Qaanaaq,77.484,-69.3632,43.9,65,100,2.77,GL,2022-08-01 01:52:49,overcast clouds
665,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
666,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
667,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
668,Kismayo,-0.3582,42.5454,75.42,80,6,16.02,SO,2022-08-01 01:53:50,clear sky
669,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
670,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
671,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
672,Airai,-8.9266,125.4092,72.84,53,52,2.66,TL,2022-08-01 01:48:53,broken clouds
673,Krasnyy Yar,46.5331,48.3456,69.73,47,6,4.29,RU,2022-08-01 01:55:30,clear sky
674,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
675,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
676,Lapua,62.9693,23.0088,54.1,74,100,4.92,FI,2022-08-01 01:55:30,overcast clouds
677,Sisimiut,66.9395,-53.6735,44.33,83,18,2.08,GL,2022-08-01 01:53:14,few clouds
678,Tasiilaq,65.6145,-37.6368,37.62,51,26,4.07,GL,2022-08-01 01:52:48,scattered clouds
679,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
680,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
681,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
682,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
683,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
684,Puerto Ayora,-0.7393,-90.3518,71.55,92,79,5.99,EC,2022-08-01 01:52:42,broken clouds
685,Port Hedland,-20.3167,118.5667,78.85,31,31,11.5,AU,2022-08-01 01:55:33,scattered clouds
686,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
687,Presidencia Roque Saenz Pena,-26.7852,-60.4388,59.27,53,3,5.48,AR,2022-08-01 01:55:33,clear sky
688,Lannion,48.75,-3.4167,63.14,95,56,7.92,FR,2022-08-01 01:55:34,broken clouds
689,Tirlyanskiy,54.2109,58.5806,59.27,83,70,2.42,RU,2022-08-01 01:55:34,broken clouds
690,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
691,Ponta Do Sol,32.6667,-17.1,70.43,78,3,3.85,PT,2022-08-01 01:53:35,clear sky
692,Castro,-24.7911,-50.0119,52.0,79,0,2.24,BR,2022-08-01 01:53:33,clear sky
693,Khatanga,71.9667,102.5,48.58,63,66,11.95,RU,2022-08-01 01:52:16,broken clouds
694,Ponta Do Sol,32.6667,-17.1,70.43,78,3,3.85,PT,2022-08-01 01:53:35,clear sky
695,Baykit,61.67,96.37,61.83,80,100,2.84,RU,2022-08-01 01:55:36,light rain
696,Arman,59.7,150.1667,59.02,88,100,7.43,RU,2022-08-01 01:53:07,overcast clouds
697,Georgetown,5.4112,100.3354,82.89,91,40,3.44,MY,2022-08-01 01:52:45,scattered clouds
698,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
699,Port-Gentil,-0.7193,8.7815,74.66,85,17,13.62,GA,2022-08-01 01:55:38,few clouds
700,Ilulissat,69.2167,-51.1,37.09,85,63,5.26,GL,2022-08-01 01:51:58,broken clouds
701,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
702,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
703,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
704,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
705,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
706,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
707,Narasannapeta,18.4167,84.05,83.97,78,100,6.91,IN,2022-08-01 01:55:40,overcast clouds
708,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
709,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
710,Mataura,-46.1927,168.8643,51.48,69,81,9.13,NZ,2022-08-01 01:51:57,broken clouds
711,Cap Malheureux,-19.9842,57.6142,66.47,82,0,3.0,MU,2022-08-01 01:55:41,light rain
712,Hithadhoo,-0.6,73.0833,80.87,73,100,16.44,MV,2022-08-01 01:53:57,overcast clouds
713,Cidreira,-30.1811,-50.2056,58.41,90,2,9.1,BR,2022-08-01 01:51:36,clear sky
714,Saskylakh,71.9167,114.0833,45.73,76,100,9.91,RU,2022-08-01 01:52:54,overcast clouds
715,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
716,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
717,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
718,Kitimat,54.0524,-128.6534,77.38,54,99,4.0,CA,2022-08-01 01:55:42,overcast clouds
719,Kirakira,-10.4544,161.9205,84.47,72,16,11.9,SB,2022-08-01 01:55:43,few clouds
720,Hobart,-42.8794,147.3294,54.27,61,40,14.97,AU,2022-08-01 01:51:29,scattered clouds
721,Sioux Lookout,50.1001,-91.917,62.67,94,100,8.05,CA,2022-08-01 01:54:04,overcast clouds
722,Busselton,-33.65,115.3333,59.29,88,100,13.13,AU,2022-08-01 01:51:37,overcast clouds
723,Meadow Lake,34.8014,-106.5436,82.11,38,94,1.86,US,2022-08-01 01:55:44,overcast clouds
724,Punta Arenas,-53.15,-70.9167,42.91,75,75,12.66,CL,2022-08-01 01:47:32,broken clouds
725,Luderitz,-26.6481,15.1594,56.61,55,0,5.57,NA,2022-08-01 01:53:06,clear sky
726,Hasaki,35.7333,140.8333,97.29,67,99,5.84,JP,2022-08-01 01:54:48,overcast clouds
727,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
728,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
729,Hanstholm,57.1167,8.6167,56.79,77,26,22.62,DK,2022-08-01 01:55:45,scattered clouds
730,Gigmoto,13.7796,124.39,85.8,70,100,7.72,PH,2022-08-01 01:55:46,overcast clouds
731,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
732,Saskylakh,71.9167,114.0833,45.73,76,100,9.91,RU,2022-08-01 01:52:54,overcast clouds
733,Richards Bay,-28.783,32.0377,60.44,76,100,8.48,ZA,2022-08-01 01:52:11,light rain
734,Richards Bay,-28.783,32.0377,60.44,76,100,8.48,ZA,2022-08-01 01:52:11,light rain
735,San Patricio,28.017,-97.5169,87.66,64,63,13.42,US,2022-08-01 01:52:02,broken clouds
736,Hamilton,39.1834,-84.5333,72.77,87,3,1.01,US,2022-08-01 01:55:47,clear sky
737,Hermanus,-34.4187,19.2345,38.8,74,0,7.54,ZA,2022-08-01 01:51:09,clear sky
738,Nome,64.5011,-165.4064,58.15,77,100,10.36,US,2022-08-01 01:50:56,overcast clouds
739,New Norfolk,-42.7826,147.0587,53.92,76,54,4.0,AU,2022-08-01 01:51:51,broken clouds
740,Sao Jose De Ribamar,-2.5619,-44.0542,79.18,86,100,10.42,BR,2022-08-01 01:55:48,overcast clouds
741,Tiksi,71.6872,128.8694,40.28,94,100,17.07,RU,2022-08-01 01:52:36,moderate rain
742,Fairbanks,64.8378,-147.7164,68.22,75,100,8.05,US,2022-08-01 01:50:48,overcast clouds
743,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
744,Fairbanks,64.8378,-147.7164,68.22,75,100,8.05,US,2022-08-01 01:50:48,overcast clouds
745,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
746,Kysyl-Syr,63.8986,122.7617,64.63,99,100,3.22,RU,2022-08-01 01:54:46,moderate rain
747,Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,2022-08-01 01:51:55,broken clouds
748,Sao Miguel Do Araguaia,-13.275,-50.1628,74.77,23,0,2.42,BR,2022-08-01 01:55:51,clear sky
749,Bluff,-46.6,168.3333,51.8,74,100,16.87,NZ,2022-08-01 01:52:14,overcast clouds
750,Cape Town,-33.9258,18.4232,55.38,76,0,7.0,ZA,2022-08-01 01:52:37,clear sky
751,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
752,Butaritari,3.0707,172.7902,81.52,78,82,12.97,KI,2022-08-01 01:52:51,light rain
753,Belyy Yar,53.6039,91.3903,71.49,64,0,2.24,RU,2022-08-01 01:55:53,clear sky
754,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
755,Kokopo,-4.352,152.2633,86.67,60,63,9.1,PG,2022-08-01 01:55:54,broken clouds
756,Verkhnyaya Inta,65.9811,60.3094,60.49,58,17,7.0,RU,2022-08-01 01:52:45,few clouds
757,Kaitangata,-46.2817,169.8464,49.08,64,100,8.1,NZ,2022-08-01 01:52:40,overcast clouds
758,Atuona,-9.8,-139.0333,77.23,71,12,12.08,PF,2022-08-01 01:50:26,few clouds
759,Qui Nhon,13.7667,109.2333,83.62,73,100,5.35,VN,2022-08-01 01:55:55,overcast clouds
760,Yellowknife,62.456,-114.3525,66.72,42,40,8.05,CA,2022-08-01 01:53:20,scattered clouds
761,Kodiak,57.79,-152.4072,62.11,72,75,5.75,US,2022-08-01 01:52:08,broken clouds
762,Kaitangata,-46.2817,169.8464,49.08,64,100,8.1,NZ,2022-08-01 01:52:40,overcast clouds
763,Tura,25.5198,90.2201,74.1,98,100,5.44,IN,2022-08-01 01:54:40,light rain
764,Flin Flon,54.7682,-101.865,60.67,78,93,4.9,CA,2022-08-01 01:55:56,overcast clouds
765,Husavik,66.0449,-17.3389,41.83,95,100,9.26,IS,2022-08-01 01:52:36,overcast clouds
766,Albany,42.6001,-73.9662,73.63,72,100,2.28,US,2022-08-01 01:51:50,overcast clouds
767,Jalu,29.0331,21.5482,79.99,52,0,10.16,LY,2022-08-01 01:55:00,clear sky
768,Kedougou,12.5579,-12.1743,72.81,97,100,6.2,SN,2022-08-01 01:54:46,moderate rain
769,Barrow,71.2906,-156.7887,35.62,87,100,9.22,US,2022-08-01 01:52:14,overcast clouds
770,Ushuaia,-54.8,-68.3,37.06,93,40,5.75,AR,2022-08-01 01:51:58,scattered clouds
771,Sobolevo,54.4299,31.8996,59.79,74,100,8.52,RU,2022-08-01 01:55:58,overcast clouds
772,Dikson,73.5069,80.5464,41.31,93,100,8.9,RU,2022-08-01 01:52:20,overcast clouds
773,Mar Del Plata,-38.0023,-57.5575,54.88,84,0,3.0,AR,2022-08-01 01:47:57,clear sky
774,Carnarvon,-24.8667,113.6333,70.09,74,100,17.38,AU,2022-08-01 01:52:39,overcast clouds
775,Alyangula,-13.8483,136.4192,79.05,64,37,3.74,AU,2022-08-01 01:53:04,scattered clouds
776,Tuktoyaktuk,69.4541,-133.0374,64.4,55,40,4.61,CA,2022-08-01 01:51:38,scattered clouds
777,Edd,13.9297,41.6925,92.19,52,87,5.06,ER,2022-08-01 01:56:00,overcast clouds
778,Puerto Ayora,-0.7393,-90.3518,71.55,92,79,5.99,EC,2022-08-01 01:52:42,broken clouds
779,Kapaa,22.0752,-159.319,84.52,67,0,14.97,US,2022-08-01 01:52:20,clear sky
780,Jabinyanah,35.035,10.9081,84.0,74,1,7.09,TN,2022-08-01 01:56:00,clear sky
781,Ust-Barguzin,53.45,108.9833,61.07,87,68,5.01,RU,2022-08-01 01:56:01,broken clouds
782,Agadir,30.4202,-9.5982,68.45,65,22,2.28,MA,2022-08-01 01:56:01,few clouds
783,Aklavik,68.2191,-135.0107,67.5,45,75,6.93,CA,2022-08-01 01:56:02,broken clouds
784,Provideniya,64.3833,-173.3,48.36,81,0,4.47,RU,2022-08-01 01:53:41,clear sky
785,Rikitea,-23.1203,-134.9692,72.1,74,100,24.45,PF,2022-08-01 01:47:47,light rain
786,Opotiki,-38.0833,177.2833,58.39,46,0,2.28,NZ,2022-08-01 01:56:02,clear sky
787,Bograd,54.2344,90.8328,71.85,57,62,1.12,RU,2022-08-01 01:56:03,broken clouds
788,Hasaki,35.7333,140.8333,97.29,67,99,5.84,JP,2022-08-01 01:54:48,overcast clouds
789,Makiyivka,48.0478,37.9258,70.79,57,57,10.78,UA,2022-08-01 01:56:03,broken clouds
790,Port Alfred,-33.5906,26.891,51.93,72,0,9.42,ZA,2022-08-01 01:52:24,clear sky
